;created_at;sentiment_word_count;sentiment_comparative;sentiment_score;sentiment_positive_count;sentiment_tokens;text;_msgid;retweet_count;sentiment_negative_count
222;Tue Jan 31 19:00:20 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;28f91889.e0d6e8;0.0;0.0
223;Tue Jan 31 19:01:58 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;c78012ea.efa2c;0.0;0.0
224;Tue Jan 31 19:02:01 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;45531c58.be3cb4;0.0;0.0
225;Tue Jan 31 19:08:24 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;ad36da01.25afd8;0.0;0.0
226;Tue Jan 31 19:08:30 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;a308c6f9.8d0188;0.0;0.0
227;Tue Jan 31 19:09:39 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;daf3340e.2c01e8;0.0;0.0
228;Tue Jan 31 19:10:31 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;3322231b.e09b3c;0.0;0.0
229;Tue Jan 31 19:13:31 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;2fb4f915.0faee6;0.0;0.0
230;Tue Jan 31 19:18:04 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;e12f8929.234768;0.0;0.0
231;Tue Jan 31 19:18:33 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;9fdf5fea.853e8;0.0;0.0
232;Tue Jan 31 19:18:55 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;2c14196a.a4a666;0.0;0.0
233;Tue Jan 31 19:21:18 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;58d162e3.abecac;0.0;0.0
234;Tue Jan 31 19:21:52 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;cb87659e.a95e28;0.0;0.0
235;Tue Jan 31 19:27:48 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;e93a7713.5ac098;0.0;0.0
236;Tue Jan 31 19:30:09 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;f7c867ed.6c5328;0.0;0.0
237;Tue Jan 31 19:31:18 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;4ba1fd3a.2a0304;0.0;0.0
238;Tue Jan 31 19:32:14 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;6b01b99d.37ccd8;0.0;0.0
239;Tue Jan 31 19:32:49 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;8e4d992c.30be88;0.0;0.0
240;Tue Jan 31 19:38:36 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;8869538c.3580e;0.0;0.0
241;Tue Jan 31 19:39:01 +0000 2017;8.0;15.384615384615385;2.0;1.0;13.0;Interesting piece by Liz Cookman.        https://t.co/IzC0UO61wh;2ef11816.10cb68;0.0;0.0
242;Tue Jan 31 19:37:57 +0000 2017;7.0;3.4482758620689653;1.0;4.0;29.0;RT @Niall352: A hard Brexit sounds like an awful lot of graft. Im in favour of an easy Brexit. Easy as in we stay in europe. No work requir…;3e1b0ca2.ca5714;0.0;3.0
243;Tue Jan 31 19:37:43 +0000 2017;7.0;18.51851851851852;5.0;4.0;27.0;"RT @somebadideas: Reading this, hit by wave of astonished clarity &amp; a near panic attack: how Big Data was used to win Brexit &amp; Trump.  http…";8f469c75.df3ed;0.0;2.0
244;Tue Jan 31 19:37:47 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;5c3d31b0.91766;0.0;5.0
245;Tue Jan 31 19:51:13 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;4a128223.440ffc;0.0;0.0
246;Tue Jan 31 19:48:03 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;47ea36db.7a7998;0.0;5.0
247;Tue Jan 31 19:48:03 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;e7ea82bb.bcda;0.0;5.0
248;Tue Jan 31 19:48:33 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;b45e69b.77af598;0.0;5.0
249;Tue Jan 31 19:49:51 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;d7dd15a4.7d56e8;0.0;5.0
250;Tue Jan 31 20:00:17 +0000 2017;7.0;12.5;3.0;4.0;24.0;"RT @LucyAnnUnwin: A perfect novel for #Trump #Brexit era - get fired up, feel the spirit of protest &amp; keep empathy alive. Review:… ";c75589bb.1c1a48;0.0;2.0
251;Tue Jan 31 20:02:06 +0000 2017;7.0;12.5;3.0;4.0;24.0;"RT @LucyAnnUnwin: A perfect novel for #Trump #Brexit era - get fired up, feel the spirit of protest &amp; keep empathy alive. Review:… ";e8f8254c.0b47b8;0.0;2.0
252;Tue Jan 31 19:59:28 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;4ba1cad9.eca7c4;0.0;5.0
253;Tue Jan 31 19:59:44 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;9e8cbf74.daff4;0.0;5.0
254;Tue Jan 31 20:00:11 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;f74880ec.6729c;0.0;5.0
255;Tue Jan 31 20:16:46 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;7714fab6.df5ce4;0.0;0.0
256;Tue Jan 31 20:12:19 +0000 2017;8.0;21.73913043478261;5.0;4.0;23.0;"RT @LouiseMensch: Yes Russia hacked the Brexit petition too because they like protest. Helps the winning side if Losers ""cry"" so Russ… ";914e19f4.28e478;0.0;3.0
257;Tue Jan 31 20:13:00 +0000 2017;8.0;21.73913043478261;5.0;4.0;23.0;"RT @LouiseMensch: Yes Russia hacked the Brexit petition too because they like protest. Helps the winning side if Losers ""cry"" so Russ… ";e180d768.d56f18;0.0;3.0
258;Tue Jan 31 20:16:35 +0000 2017;8.0;21.73913043478261;5.0;4.0;23.0;"RT @LouiseMensch: Yes Russia hacked the Brexit petition too because they like protest. Helps the winning side if Losers ""cry"" so Russ… ";235e01d7.618b3e;0.0;3.0
259;Tue Jan 31 20:07:44 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;346632ff.9f883e;0.0;5.0
260;Tue Jan 31 20:17:33 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;59c5e8ec.ed7928;0.0;1.0
261;Tue Jan 31 20:26:51 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;661c2867.bdf058;0.0;1.0
262;Tue Jan 31 20:17:42 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;6545914d.07cc5;0.0;0.0
263;Tue Jan 31 20:19:03 +0000 2017;8.0;6.666666666666667;2.0;2.0;30.0;How sad that a group of men can think like this !  And do this !   They are like the Nazi's but in a ME culture! https://t.co/G3My7kLRCc;5c04a813.d38ad8;0.0;1.0
264;Tue Jan 31 20:17:39 +0000 2017;8.0;21.73913043478261;5.0;4.0;23.0;"RT @LouiseMensch: Yes Russia hacked the Brexit petition too because they like protest. Helps the winning side if Losers ""cry"" so Russ… ";cd936cf8.b75a8;0.0;3.0
265;Tue Jan 31 20:32:38 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;a55ecf1e.d7375;0.0;1.0
266;Tue Jan 31 20:28:38 +0000 2017;14.0;11.76470588235294;4.0;3.0;34.0;RT @remain_eu: What kind of Brexit do you want the government to try to negotiate for the UK?            *PLEASE RETWEET FOR LARGER SAMPLE…;d9ec7b39.e36d38;0.0;0.0
267;Tue Jan 31 20:36:35 +0000 2017;14.0;11.76470588235294;4.0;3.0;34.0;RT @remain_eu: What kind of Brexit do you want the government to try to negotiate for the UK?            *PLEASE RETWEET FOR LARGER SAMPLE…;e1c138.1a126ec8;0.0;0.0
268;Tue Jan 31 20:32:05 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;fb097361.9046d;0.0;0.0
269;Tue Jan 31 20:34:14 +0000 2017;8.0;21.73913043478261;5.0;4.0;23.0;"RT @LouiseMensch: Yes Russia hacked the Brexit petition too because they like protest. Helps the winning side if Losers ""cry"" so Russ… ";7b674256.53898c;0.0;3.0
270;Tue Jan 31 20:45:54 +0000 2017;36.0;0.0;0.0;0.0;45.0;Yikes! Too much info!@LouiseMensch @Khanoisseur @RVAwonk @PippinParker @bcdreyer                                     https://t.co/TAjfAPSKZE;b5809e4c.11d2b;0.0;0.0
271;Tue Jan 31 20:45:50 +0000 2017;13.0;0.0;0.0;0.0;28.0;RT @pablothehat: @clivebull \n\nBrexit won't cause trade 'disruption' - WTO boss -   \n\nhttps://t.co/AGDLZghoJO            #lbc @lbc;631c5ead.ae0f4;0.0;0.0
272;Tue Jan 31 20:44:12 +0000 2017;13.0;0.0;0.0;0.0;26.0;@clivebull \n\nBrexit won't cause trade 'disruption' - WTO boss -   \n\nhttps://t.co/AGDLZghoJO            #lbc @lbc;b7adfb1.502e808;0.0;0.0
273;Tue Jan 31 20:42:05 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;25d8ac1d.3963e4;0.0;0.0
274;Tue Jan 31 20:45:41 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;4406db49.9c1ad4;0.0;0.0
275;Tue Jan 31 20:48:47 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;7b58eb1c.b66104;0.0;1.0
276;Tue Jan 31 20:48:52 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;31c0ce57.d29132;0.0;1.0
277;Tue Jan 31 20:51:29 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;7cfe370f.b7f438;0.0;1.0
278;Tue Jan 31 20:47:52 +0000 2017;13.0;0.0;0.0;0.0;28.0;RT @pablothehat: @clivebull \n\nBrexit won't cause trade 'disruption' - WTO boss -   \n\nhttps://t.co/AGDLZghoJO            #lbc @lbc;90249531.0fb7d8;0.0;0.0
279;Tue Jan 31 20:48:47 +0000 2017;12.0;17.391304347826086;4.0;2.0;23.0;Bregret? No Chance.   \nBritons Are Happy With Brexit, Poll Says - https://t.co/AI2VvAWRHg        #lbc @lbc;40fd2628.dc97a8;0.0;1.0
280;Tue Jan 31 21:05:21 +0000 2017;11.0;-17.391304347826086;-4.0;0.0;23.0;#SNOWDEN #PUTIN #BREXIT #FREXIT @WIKILEAKS #YUGE    \n\nTHE ROMAN CATHOLICS --- DOMESTIC  ENEMY /// #TERRORISTS     https://t.co/taparPQqg8;3c1c1146.98ad7e;0.0;2.0
281;Tue Jan 31 21:01:58 +0000 2017;8.0;22.727272727272727;5.0;4.0;22.0;"An excellent analysis of the threats   post Brexit/Trump yet with courage &amp; a vision for new united Europe.  https://t.co/BeAOm4GcCb";5721e1.a57bce2;0.0;1.0
282;Tue Jan 31 20:58:22 +0000 2017;7.0;3.4482758620689653;1.0;4.0;29.0;RT @Niall352: A hard Brexit sounds like an awful lot of graft. Im in favour of an easy Brexit. Easy as in we stay in europe. No work requir…;a6536e3c.9a061;0.0;3.0
283;Tue Jan 31 21:02:35 +0000 2017;7.0;3.4482758620689653;1.0;4.0;29.0;RT @Niall352: A hard Brexit sounds like an awful lot of graft. Im in favour of an easy Brexit. Easy as in we stay in europe. No work requir…;103bbaa7.640ab5;0.0;3.0
284;Tue Jan 31 21:03:11 +0000 2017;7.0;3.4482758620689653;1.0;4.0;29.0;RT @Niall352: A hard Brexit sounds like an awful lot of graft. Im in favour of an easy Brexit. Easy as in we stay in europe. No work requir…;f71536ee.a9dfc8;0.0;3.0
285;Tue Jan 31 21:11:02 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;49e2cb4a.e54de4;0.0;0.0
286;Tue Jan 31 21:08:05 +0000 2017;8.0;21.73913043478261;5.0;4.0;23.0;"RT @LouiseMensch: Yes Russia hacked the Brexit petition too because they like protest. Helps the winning side if Losers ""cry"" so Russ… ";4aa14af1.a5d684;0.0;3.0
287;Tue Jan 31 21:15:43 +0000 2017;8.0;-12.5;-2.0;0.0;16.0;Nicola Sturgeon loses battle to block Brexit\n       https://t.co/Hfw2iesmHq #UK #LatestNews;82f7cb20.221558;0.0;2.0
288;Tue Jan 31 21:08:17 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;69733f02.946a1;0.0;5.0
289;Tue Jan 31 21:08:59 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;ce3d8343.17292;0.0;5.0
290;Tue Jan 31 21:18:42 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;c4b770ea.3630d;0.0;0.0
291;Tue Jan 31 21:19:45 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;781d90d4.3e2ea;0.0;0.0
292;Tue Jan 31 21:19:54 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;d74bb16f.84dd;0.0;0.0
293;Tue Jan 31 21:22:01 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;88a55d95.016c9;0.0;0.0
294;Tue Jan 31 21:23:01 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;e8130fbd.7ff19;0.0;0.0
295;Tue Jan 31 21:34:47 +0000 2017;35.0;-7.142857142857142;-3.0;0.0;42.0;Britain facing the worst of both Worlds.                                   https://t.co/HOM2uUWyZB;996834ff.40e338;0.0;1.0
296;Tue Jan 31 21:27:38 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;a36504a3.f2b598;0.0;0.0
297;Tue Jan 31 21:30:55 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;f775bc7c.4483b;0.0;0.0
298;Tue Jan 31 21:33:55 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;97a40281.07b14;0.0;0.0
299;Tue Jan 31 21:34:08 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;30257162.c4968e;0.0;0.0
300;Tue Jan 31 21:38:42 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;e0de9d3d.1ab22;0.0;0.0
301;Tue Jan 31 21:40:32 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;ee771daf.57a76;0.0;0.0
302;Tue Jan 31 21:40:38 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;2aa1d50.9c99e2c;0.0;0.0
303;Tue Jan 31 21:40:57 +0000 2017;7.0;3.4482758620689653;1.0;4.0;29.0;RT @Niall352: A hard Brexit sounds like an awful lot of graft. Im in favour of an easy Brexit. Easy as in we stay in europe. No work requir…;5f00345f.81939c;0.0;3.0
304;Tue Jan 31 21:41:29 +0000 2017;7.0;3.4482758620689653;1.0;4.0;29.0;RT @Niall352: A hard Brexit sounds like an awful lot of graft. Im in favour of an easy Brexit. Easy as in we stay in europe. No work requir…;509f9c3f.7cd0e4;0.0;3.0
305;Tue Jan 31 21:47:28 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;cd2f5297.4c49c;0.0;0.0
306;Tue Jan 31 21:47:48 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;911e80df.0d7c1;0.0;0.0
307;Tue Jan 31 21:51:02 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;5551b32b.d44f5c;0.0;0.0
308;Tue Jan 31 21:51:41 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;d22b2802.33ac78;0.0;0.0
309;Tue Jan 31 21:52:01 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;992c9844.02b908;0.0;0.0
310;Tue Jan 31 22:05:56 +0000 2017;27.0;-10.256410256410255;-4.0;0.0;39.0;RT @RoyChubbsBrown: RT if you couldn't give a shit about Brexit                           #YFB https://t.co/hf4Y0987Hk;67aad48d.432a5c;0.0;1.0
311;Tue Jan 31 21:58:09 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;aa364bf7.efc0e8;0.0;5.0
312;Tue Jan 31 22:00:07 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;bde0910a.6f35c;0.0;5.0
313;Tue Jan 31 22:01:19 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;df4e8f06.d4abd;0.0;5.0
314;Tue Jan 31 22:02:30 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;2c9b6392.058acc;0.0;5.0
315;Tue Jan 31 22:07:54 +0000 2017;9.0;-28.000000000000004;-7.0;0.0;25.0;Rage Against The Machine - Killing In the Name https://t.co/5mEVnXb7v3 via @YouTube #TRUMP , #may  # BREXIT  FK YOU ! #Resist / #REBEL;c30d6711.fb6728;0.0;3.0
316;Tue Jan 31 22:14:02 +0000 2017;9.0;-37.5;-9.0;1.0;24.0;"RT @angelneptustar: https://t.co/4xfBqXdyVM  Euro banks sitting on one trillion euros of bad debt.  Some safe haven!  Sex crimes &amp; debt… ";326c252f.c8d60a;0.0;4.0
317;Tue Jan 31 22:14:23 +0000 2017;9.0;-37.5;-9.0;1.0;24.0;"RT @angelneptustar: https://t.co/4xfBqXdyVM  Euro banks sitting on one trillion euros of bad debt.  Some safe haven!  Sex crimes &amp; debt… ";6f873b78.506974;0.0;4.0
318;Tue Jan 31 22:14:39 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;855e3f81.322c6;0.0;0.0
319;Tue Jan 31 22:15:42 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;ff2534aa.63f918;0.0;0.0
320;Tue Jan 31 22:18:15 +0000 2017;9.0;-37.5;-9.0;1.0;24.0;"RT @angelneptustar: https://t.co/4xfBqXdyVM  Euro banks sitting on one trillion euros of bad debt.  Some safe haven!  Sex crimes &amp; debt… ";e7481344.92aa9;0.0;4.0
321;Tue Jan 31 22:19:22 +0000 2017;9.0;-37.5;-9.0;1.0;24.0;"RT @angelneptustar: https://t.co/4xfBqXdyVM  Euro banks sitting on one trillion euros of bad debt.  Some safe haven!  Sex crimes &amp; debt… ";6a7e9658.31a7c8;0.0;4.0
322;Tue Jan 31 22:26:15 +0000 2017;9.0;-37.5;-9.0;1.0;24.0;"RT @angelneptustar: https://t.co/4xfBqXdyVM  Euro banks sitting on one trillion euros of bad debt.  Some safe haven!  Sex crimes &amp; debt… ";3632bfce.a3209;0.0;4.0
323;Tue Jan 31 22:17:39 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;c049a146.a5a92;0.0;0.0
324;Tue Jan 31 22:19:36 +0000 2017;8.0;0.0;0.0;0.0;44.0;RT @MitchBenn: W H A T   T H E  H E L L  I S W R O N G  W I T H  \nT H E S E   P E O P L E https://t.co/go43VYcRVC;769d3252.036cdc;0.0;0.0
325;Tue Jan 31 22:32:37 +0000 2017;8.0;21.73913043478261;5.0;4.0;23.0;"RT @LouiseMensch: Yes Russia hacked the Brexit petition too because they like protest. Helps the winning side if Losers ""cry"" so Russ… ";48b99d3e.2705e4;0.0;3.0
326;Tue Jan 31 22:32:59 +0000 2017;7.0;-22.727272727272727;-5.0;2.0;22.0;RT @Harryslaststand: If you are struggling and poor but blame migrants for your misery. Your greatest poverty is in spirit and common-sense…;9bb1694c.cc70e8;0.0;5.0
327;Tue Jan 31 22:29:00 +0000 2017;6.0;-28.000000000000004;-7.0;1.0;25.0;Be thankful for brexit EU will collapse when Greece is forced to leave. Trump will not bankroll another bailout via the IMF. EU is dead;c141261.229f8d8;0.0;5.0
328;Tue Jan 31 22:28:36 +0000 2017;6.0;-39.130434782608695;-9.0;0.0;23.0;RT @UNGeneva: #Brexit brings a risk to human rights protection against toxic pollution – warns @UN expert at the end of visit:… ;1dbe6dbf.65e612;0.0;4.0
329;Tue Jan 31 22:29:53 +0000 2017;6.0;-18.181818181818183;-4.0;2.0;22.0;RT @DavidLammy: It's easy to blame immigrants instead of successive governments who have failed. A hard Brexit will hit poor communities ha…;505a0b03.8e56f4;0.0;4.0
330;Tue Jan 31 22:44:42 +0000 2017;6.0;-3.7037037037037033;-1.0;2.0;27.0;"This is one seriously messed up dream ... it is a dream ... I'll wake up in a minute &amp; it will all slip away during… https://t.co/3mi7sxuasO";b070d1fd.73c9e;0.0;2.0
